age,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,RevolvingUtilizationOfUnsecuredLines,SeriousDlqin2yrs
57,2260.81,0.3774,7,0,0,1,0,0.2533,0
39,6981.3,0.6297,10,1,1,0,0,0.2616,1
41,6972.33,0.1766,9,0,0,0,0,0.1084,0
56,7741.63,0.2357,6,0,1,0,0,0.4499,1
54,4564.09,0.1992,7,2,0,0,0,0.539,0
55,2719.22,0.1008,7,2,2,1,0,0.0993,0
43,3887.47,0.223,8,0,0,0,0,0.1481,0
45,4573.53,0.2019,9,0,0,0,1,0.2027,1
21,2601.69,0.1354,3,0,0,1,0,0.5922,0
56,8102.03,0.3366,10,0,0,0,0,0.4633,1
54,5156.69,0.0859,8,1,0,0,0,0.0764,1
76,2131.68,0.179,5,0,0,0,0,0.3449,1
50,11268.02,0.3175,4,0,0,0,0,0.4814,1
48,3860.04,0.7292,7,0,0,0,0,0.5651,1
24,1888.5,0.1976,6,1,0,0,0,0.4858,0
32,2212.43,0.0557,4,1,0,0,1,0.0964,1
40,8889.89,0.4164,4,0,0,0,1,0.5238,1
43,10883.37,0.1801,6,0,1,0,0,0.0569,0
42,6672.11,0.4195,3,0,1,0,0,0.1013,1
44,8035.18,0.5527,2,1,0,0,0,0.2129,1
66,7555.03,0.0961,5,1,0,0,0,0.5244,0
28,5085.51,0.2154,2,0,0,0,0,0.4495,0
40,4435.63,0.5505,4,1,0,0,0,0.2353,0
30,5033.74,0.1894,13,1,1,0,0,0.7385,1
39,5662.43,0.3149,2,1,1,1,0,0.4987,1
61,2333.31,0.3079,3,0,1,0,0,0.3873,1
23,5648.67,0.0007,5,0,0,0,0,0.3605,1
41,8735.67,0.3569,9,2,1,0,0,0.1015,0
22,3216.91,0.3013,6,1,0,0,0,0.352,1
77,3017.1,0.3784,7,1,1,0,0,0.4326,1
63,4846.09,0.2102,5,2,0,0,0,0.4507,1
35,2465.64,0.2764,8,3,0,0,0,0.3908,1
32,1652.28,0.6263,4,1,1,0,0,0.8108,1
26,7249.09,0.0275,9,0,0,0,0,0.6334,0
48,2777.84,0.5063,6,1,0,0,0,0.2976,1
65,3681.48,0.1613,2,2,0,0,0,0.1849,0
55,2524.82,0.177,4,2,0,0,0,0.1073,0
72,7832.62,0.2508,2,1,0,0,0,0.2045,0
41,6074.81,0.4763,8,3,0,0,0,0.1328,0
37,3151.26,0.2173,6,1,0,0,0,0.7908,1
49,1793.75,0.0653,6,2,0,0,0,0.1566,0
32,2956.74,0.5567,9,0,0,0,0,0.2976,1
78,5126.05,0.3911,8,0,0,0,0,0.2057,0
31,4077.26,0.3357,6,0,0,0,0,0.4544,0
49,3887.26,0.152,6,2,0,0,0,0.7102,1
51,4134.08,0.0726,8,2,0,0,0,0.1596,0
24,5740.36,0.453,5,1,1,0,1,0.5559,1
48,3550.64,0.0859,4,1,2,0,0,0.0311,1
47,4769.55,0.3496,4,1,0,0,0,0.3524,1
36,2013.94,0.2769,11,0,0,0,0,0.0418,1
28,16853.45,0.2702,7,0,0,0,1,0.2803,0
23,3070.77,0.1736,8,1,1,0,0,0.0386,0
21,4114.02,0.3474,8,1,0,0,0,0.1401,1
49,5114.73,0.1965,8,1,0,0,0,0.1175,0
26,2845.59,0.2405,8,3,0,0,0,0.4257,0
77,3658.08,0.2707,8,0,0,0,0,0.2927,0
35,3631.51,0.462,7,1,0,0,0,0.4871,0
59,2103.96,0.3864,6,2,0,0,1,0.4688,1
60,4736.97,0.0488,8,0,1,0,0,0.0385,1
50,1353.52,0.5279,5,2,0,1,0,0.5267,1
73,10421.49,0.3817,4,0,0,1,0,0.1969,1
27,5859.28,0.6479,8,0,0,0,0,0.0174,1
34,5342.63,0.1335,9,5,0,0,0,0.3761,1
35,1284.36,0.0703,7,1,0,0,0,0.1282,0
28,2263.08,0.1801,5,1,1,0,0,0.1754,0
38,8380.03,0.3302,3,2,2,0,1,0.8207,1
39,43947.23,0.0678,9,0,0,1,1,0.2246,0
66,7456.31,0.1433,6,0,0,0,0,0.0703,1
38,6782.94,0.3411,6,1,0,0,0,0.1094,0
72,4988.97,0.0145,5,2,2,0,1,0.3372,1
66,2189.66,0.2097,4,2,0,0,0,0.4832,1
74,6615.06,0.3414,3,1,0,0,0,0.5173,0
27,1880.47,0.2523,10,2,0,0,0,0.7744,1
79,1761.02,0.1528,8,0,0,0,0,0.3606,0
57,1695.75,0.3598,7,0,0,0,0,0.205,0
78,6538.31,0.0325,6,1,0,0,0,0.7119,1
41,3517.66,0.6355,13,1,0,1,1,0.3417,1
77,3868.09,0.1477,2,2,0,0,0,0.713,1
55,3607.45,0.0506,8,0,0,1,0,0.1584,0
25,1853.02,0.3584,8,1,0,0,0,0.554,0
45,2434.66,0.5492,4,1,0,0,0,0.1057,0
29,2509.26,0.4351,4,0,1,0,0,0.7322,1
76,1566.87,0.1829,5,1,1,0,0,0.1421,0
38,2690.48,0.6015,3,0,0,0,0,0.3025,1
34,1903.06,0.229,9,0,0,0,0,0.4662,0
53,5149.24,0.5939,6,2,0,0,0,0.2884,0
46,5413.13,0.1741,5,1,0,1,0,0.1658,0
26,1675.42,0.6615,6,0,0,0,0,0.1576,1
69,3047.33,0.368,6,0,1,0,0,0.866,0
70,11088.19,0.7382,6,2,0,0,0,0.6478,1
64,2021.39,0.2541,4,2,0,0,0,0.2379,0
57,4703.13,0.2894,8,1,1,0,0,0.0952,1
44,3878.92,0.1912,2,1,0,0,0,0.6508,1
52,7014.48,0.2134,3,1,0,0,0,0.0865,0
51,4347.17,0.0256,2,0,0,0,0,0.5266,0
30,2810.8,0.0876,7,0,0,1,0,0.7223,1
25,3789.76,0.1596,9,2,1,0,0,0.55,1
35,3823.12,0.1893,6,0,0,0,0,0.319,1
47,3446.05,0.3265,7,1,0,0,0,0.3495,1
30,1650.0,0.2418,6,0,1,1,0,0.4544,1
27,7675.99,0.0387,8,2,0,0,0,0.4084,0
71,6904.03,0.1419,3,2,0,0,0,0.481,0
43,1945.91,0.0744,3,1,1,0,0,0.3666,0
55,3039.85,0.2402,7,1,1,0,0,0.6903,1
51,3180.99,0.0804,6,1,1,0,0,0.138,1
64,1819.08,0.0573,5,0,2,0,0,0.2511,0
64,1187.88,0.1048,7,0,0,0,0,0.053,1
38,2434.86,0.3932,10,0,0,0,0,0.1557,1
71,2939.98,0.4795,5,1,0,0,0,0.3229,1
42,1533.43,0.2732,8,0,0,1,0,0.2476,1
70,4048.84,0.5884,6,2,0,0,0,0.3784,1
44,7315.23,0.0999,11,1,0,0,0,0.0323,1
27,6034.63,0.6067,7,1,0,0,0,0.448,1
65,3374.45,0.1202,5,1,0,1,0,0.5662,1
22,1206.83,0.1371,9,0,0,1,0,0.2044,0
66,5593.84,0.2588,7,2,0,0,1,0.3631,0
23,3975.22,0.2593,4,2,0,0,0,0.7005,1
33,4696.68,0.0869,7,1,0,0,2,0.4772,0
56,11633.7,0.178,5,0,0,0,0,0.1081,0
76,2219.67,0.3332,5,0,0,0,0,0.5036,0
45,648.79,0.6112,8,2,1,0,0,0.2029,1
28,1935.13,0.4431,6,2,0,0,1,0.2175,0
34,4873.79,0.1991,5,3,1,0,0,0.1095,1
73,3700.25,0.2629,5,1,0,0,0,0.8399,0
63,1755.69,0.4831,11,0,0,0,0,0.3951,1
26,1553.35,0.3364,11,0,1,0,1,0.0615,0
43,2943.15,0.1749,14,0,0,0,0,0.7596,0
36,1723.9,0.2491,8,1,0,0,0,0.2456,0
31,4975.99,0.5744,9,0,1,1,0,0.5134,1
70,2844.5,0.1338,1,1,0,0,0,0.2323,1
57,2499.21,0.5334,4,0,0,0,0,0.0592,0
31,2310.07,0.37,4,0,0,0,0,0.3089,0
59,4263.62,0.1046,5,2,0,0,0,0.2088,0
45,3735.23,0.2021,8,0,1,1,0,0.7714,1
24,4109.98,0.4496,6,0,1,2,0,0.3955,1
47,4056.51,0.4159,4,2,0,0,0,0.2475,1
31,3486.6,0.3076,8,1,0,0,0,0.2288,0
35,1958.87,0.2197,5,1,1,1,0,0.1351,1
72,2349.06,0.3629,5,1,0,0,0,0.0788,0
62,2873.24,0.0434,10,1,0,0,0,0.402,0
28,12570.61,0.5127,1,0,1,0,0,0.4769,1
71,1620.84,0.5471,4,0,1,0,0,0.0858,1
54,2831.65,0.2297,5,3,0,0,0,0.7988,1
72,3862.08,0.3491,5,2,2,0,0,0.3019,0
65,3035.1,0.1123,3,0,0,0,0,0.1089,0
41,6935.31,0.4312,9,0,0,0,0,0.1009,0
52,3025.71,0.1206,5,1,0,0,3,0.5534,1
52,3163.0,0.3236,6,3,0,0,0,0.6981,1
63,5935.92,0.1394,1,1,0,0,0,0.1396,1
35,10790.56,0.4307,5,1,0,0,0,0.134,0
40,8471.81,0.4898,8,0,0,0,0,0.3573,1
35,3354.33,0.1807,6,0,0,0,0,0.2658,0
38,3534.37,0.3983,11,2,0,0,0,0.6055,0
30,3744.46,0.1716,9,1,1,0,0,0.7137,1
23,3976.67,0.1177,4,1,0,1,0,0.1214,0
76,2189.86,0.415,6,0,1,0,0,0.2509,1
25,6386.59,0.3379,9,1,0,1,0,0.0492,1
73,4121.47,0.1938,8,0,1,0,0,0.0644,0
21,3544.27,0.1856,6,2,0,0,2,0.1,1
66,1698.18,0.124,9,1,0,1,0,0.0348,0
40,3779.59,0.413,0,0,1,0,0,0.2759,1
51,1169.2,0.4262,5,2,0,0,0,0.1834,0
37,2568.33,0.2928,9,2,0,0,0,0.4522,0
49,2597.08,0.1843,3,0,0,0,1,0.4826,1
47,4325.13,0.1796,9,1,0,0,0,0.5716,0
52,11247.6,0.1781,4,1,0,0,0,0.0255,0
44,5131.45,0.2316,3,0,0,0,0,0.3327,0
52,8682.3,0.3662,3,0,1,0,1,0.153,1
69,5362.19,0.2046,9,0,0,0,0,0.3848,1
46,7151.18,0.243,5,2,0,1,0,0.0525,0
42,11095.29,0.156,5,0,1,0,0,0.0719,0
28,2347.01,0.0359,9,0,0,0,0,0.4491,0
42,2256.88,0.1799,5,2,1,0,0,0.3759,0
28,5438.65,0.5507,11,0,0,1,0,0.4386,0
31,3632.92,0.1048,6,2,0,1,0,0.4867,0
77,4155.6,0.297,8,0,1,0,0,0.44,1
26,3136.3,0.1399,18,0,1,0,0,0.2136,0
49,2545.91,0.2728,7,1,0,0,0,0.1766,0
70,9628.27,0.0732,10,1,0,0,0,0.5639,1
77,1881.99,0.2719,3,1,0,0,0,0.0359,0
29,5496.33,0.5137,4,1,0,0,0,0.0914,1
30,4986.74,0.1373,6,0,1,0,0,0.4648,0
42,1411.76,0.253,9,1,0,0,0,0.3268,1
53,2211.73,0.2989,5,0,0,0,0,0.5951,0
77,2446.43,0.1269,8,1,0,1,0,0.6358,1
33,5108.96,0.1078,4,0,0,0,0,0.3136,0
30,2921.29,0.1183,7,0,0,0,0,0.0855,0
35,3458.69,0.2554,10,0,0,0,0,0.6665,1
72,1518.4,0.0681,6,0,2,0,0,0.2698,0
22,14699.18,0.594,3,0,0,0,1,0.3274,1
43,3799.85,0.3709,9,1,1,0,0,0.2214,0
28,4911.82,0.519,4,3,1,0,0,0.371,1
30,2632.33,0.422,10,2,0,0,0,0.497,1
75,2461.25,0.1293,6,3,0,0,0,0.1579,0
21,11471.38,0.3474,5,1,2,0,0,0.1161,1
39,1152.82,0.2689,3,2,0,0,1,0.2669,0
75,4303.52,0.3294,5,2,2,0,0,0.7263,1
56,1760.05,0.2986,6,1,0,1,0,0.1751,0
25,2855.49,0.395,7,1,0,0,0,0.339,1
48,2482.8,0.6151,10,0,0,0,0,0.325,1
78,2015.08,0.5337,5,0,1,0,0,0.3285,0
44,3719.2,0.0829,9,1,0,2,0,0.2009,1
52,779.91,0.2372,6,2,1,0,0,0.3174,0
52,3013.05,0.4155,3,1,0,0,0,0.8239,0
59,3448.95,0.244,6,1,0,0,0,0.3143,0
32,1610.72,0.1465,2,1,0,0,0,0.1681,1
70,9026.6,0.4259,8,0,0,0,0,0.2786,0
79,2548.67,0.4557,7,0,0,0,0,0.6177,0
29,3157.42,0.5055,6,1,1,0,0,0.5585,1
69,2552.09,0.2268,9,2,0,0,0,0.5172,1
69,3467.05,0.4709,7,1,0,0,1,0.3359,1
64,7981.54,0.2374,4,0,0,0,0,0.3453,0
42,16055.54,0.1706,6,0,2,0,0,0.4824,1
48,5695.23,0.7475,7,1,1,0,0,0.2232,0
70,6993.92,0.3078,8,1,0,0,1,0.1307,1
30,10197.08,0.0281,10,1,0,0,0,0.9305,0
69,4227.32,0.1567,4,1,0,0,0,0.3065,0
75,9340.83,0.2439,4,1,0,0,0,0.2858,0
61,5857.28,0.3188,9,1,0,0,1,0.3244,1
41,3969.49,0.1828,4,3,0,0,0,0.2177,0
53,4492.68,0.4107,4,1,0,0,1,0.4049,1
23,1220.66,0.4626,7,2,0,0,0,0.3392,0
75,4338.45,0.5227,4,2,0,0,0,0.3294,0
41,1441.95,0.4083,6,2,0,0,0,0.2844,0
24,1373.12,0.1816,2,1,1,0,0,0.4802,1
67,4087.66,0.2554,9,0,1,0,0,0.0036,0
59,1866.0,0.2335,3,0,0,1,0,0.1603,0
57,3625.44,0.5046,10,0,0,0,0,0.3071,0
24,3956.28,0.3206,5,0,0,0,0,0.2182,1
65,4063.62,0.1343,9,1,1,0,0,0.063,1
58,2116.52,0.2032,3,1,1,0,0,0.1678,0
67,6242.96,0.3307,6,0,0,0,0,0.2682,0
69,3451.14,0.1704,7,2,0,1,0,0.342,1
33,4744.04,0.1276,7,0,0,1,0,0.8201,0
33,1776.03,0.1961,9,0,1,0,0,0.2093,0
75,3271.5,0.1807,4,1,0,1,0,0.2417,0
52,7033.06,0.2044,4,0,1,0,0,0.5522,1
46,6516.59,0.411,3,1,0,0,0,0.2483,1
37,2256.62,0.1179,6,2,0,0,0,0.2913,0
58,2624.55,0.3581,6,1,0,0,0,0.4053,0
65,2011.81,0.2372,6,0,0,0,0,0.3676,0
21,2455.66,0.3483,4,1,0,0,1,0.2882,0
53,1572.72,0.5722,9,1,0,1,0,0.2196,1
79,3351.27,0.3722,9,1,1,0,0,0.4839,0
37,5323.48,0.1717,3,2,1,0,0,0.4767,0
37,2273.26,0.3553,5,0,0,0,0,0.5689,0
72,3448.3,0.2765,4,1,0,1,0,0.7903,1
24,3189.76,0.3507,5,2,0,1,0,0.106,1
44,6857.31,0.1041,6,0,0,0,0,0.0203,0
48,2522.6,0.1547,5,1,1,0,0,0.1772,1
68,2578.26,0.5288,7,2,1,0,0,0.2707,1
28,2191.6,0.2274,3,1,0,0,0,0.3378,0
46,1839.95,0.1293,10,1,0,0,0,0.622,1
29,5001.59,0.4891,5,1,0,0,0,0.4985,1
67,3357.44,0.1789,9,2,0,0,1,0.5218,1
58,3762.68,0.1889,5,0,0,0,0,0.2757,1
50,7822.7,0.2093,7,1,0,0,0,0.1809,0
44,8097.0,0.4395,5,0,0,0,1,0.1338,0
30,1355.95,0.1593,5,0,0,0,0,0.4936,0
75,5370.63,0.1543,5,2,0,1,0,0.1005,0
59,4168.82,0.0667,6,0,0,0,0,0.2036,1
39,2760.16,0.3554,8,1,0,0,0,0.501,0
45,4432.02,0.1858,5,0,1,0,0,0.2595,0
63,1292.29,0.2594,10,2,2,0,0,0.3374,1
63,8756.8,0.1225,4,1,0,0,0,0.0042,0
48,4959.04,0.178,8,3,0,0,0,0.3966,0
38,2166.53,0.1485,5,1,0,0,0,0.0689,0
59,2562.54,0.3156,6,1,0,0,0,0.3789,0
59,1310.43,0.2709,7,0,0,0,0,0.4949,1
56,3015.82,0.1071,7,3,0,1,1,0.8199,0
25,2725.37,0.5846,4,2,0,0,0,0.1413,0
48,1644.08,0.3801,7,0,0,0,0,0.5781,0
57,5802.37,0.3499,5,1,1,0,1,0.114,0
77,7832.82,0.322,2,1,0,0,0,0.4428,1
52,3581.67,0.097,8,4,0,0,0,0.3041,1
41,3030.89,0.1415,5,1,0,0,0,0.05,0
53,4726.74,0.0294,7,1,1,0,0,0.3559,1
31,3598.3,0.2013,9,0,0,0,0,0.2778,1
26,1902.06,0.4391,7,0,0,0,0,0.4315,1
61,2461.17,0.5949,8,2,0,1,0,0.5633,0
79,3047.69,0.1015,6,4,0,0,0,0.3176,1
70,4225.58,0.1408,8,0,0,0,0,0.2232,1
55,3661.4,0.2322,9,1,0,0,0,0.0741,1
23,4130.78,0.419,4,0,1,1,1,0.1748,1
79,1458.41,0.3294,6,0,0,1,0,0.2472,0
47,5426.94,0.141,6,1,1,0,0,0.5843,1
38,3648.42,0.0782,6,0,0,0,0,0.3424,0
73,16841.91,0.081,13,0,0,0,0,0.1987,0
65,2885.4,0.1163,9,1,1,0,0,0.4722,1
65,4420.8,0.049,8,1,1,0,0,0.1326,0
37,19881.23,0.2491,5,0,0,1,0,0.343,0
79,4090.63,0.3475,5,1,0,0,0,0.058,0
47,3496.16,0.2538,5,2,1,0,0,0.0815,0
52,2013.94,0.5286,3,1,0,0,0,0.2716,0
65,9108.47,0.3743,6,1,0,0,1,0.0259,1
59,1816.27,0.5873,4,0,0,0,0,0.1597,1
31,4704.49,0.0863,6,2,0,0,0,0.2157,1
38,2740.42,0.0069,4,2,0,0,0,0.177,0
42,3249.96,0.2129,7,0,0,0,0,0.3091,0
76,1549.43,0.1833,7,1,0,0,1,0.5687,0
63,8150.84,0.0338,7,0,0,0,0,0.5209,0
42,3081.96,0.1471,7,0,0,0,0,0.123,1
64,1756.27,0.7187,6,3,0,0,0,0.5973,1
64,7720.35,0.4785,10,0,1,0,0,0.7311,1
44,2690.6,0.1623,10,0,1,0,0,0.5197,0
44,4450.47,0.6087,7,0,1,0,0,0.346,1
73,6032.1,0.2235,7,1,0,0,0,0.2632,0
54,4838.79,0.353,4,2,1,0,0,0.1728,1
29,974.59,0.4975,6,1,0,0,0,0.3745,1
63,5525.97,0.069,6,0,0,0,0,0.2868,1
55,3427.66,0.5574,6,1,0,0,2,0.0033,1
51,2988.67,0.223,5,1,0,0,0,0.2013,1
63,3410.3,0.1819,6,2,0,0,0,0.3378,0
74,1385.73,0.5123,7,2,0,0,0,0.6126,0
40,4085.92,0.383,3,0,1,1,0,0.8051,1
45,1605.78,0.2638,7,2,0,1,0,0.2822,1
32,3067.13,0.4417,5,1,0,0,0,0.3402,1
59,3998.84,0.1627,6,1,0,0,0,0.4256,0
44,6935.6,0.303,8,2,0,0,0,0.8401,0
41,2226.6,0.1309,10,2,0,0,0,0.1511,1
62,8698.9,0.3489,4,0,0,0,0,0.0789,0
45,6426.03,0.2936,7,0,0,0,0,0.2353,0
48,2813.98,0.3879,4,0,0,0,0,0.4108,0
46,1871.98,0.1423,2,3,0,0,0,0.2336,0
36,1531.05,0.0987,5,0,0,0,0,0.1642,0
28,4285.76,0.2112,1,1,0,0,0,0.3496,1
69,2339.35,0.1702,8,1,0,0,0,0.3497,1
26,7477.2,0.277,4,0,1,0,0,0.0934,1
40,2421.85,0.1185,9,0,0,0,0,0.4445,0
60,2120.9,0.182,9,0,0,0,0,0.7355,0
28,4188.83,0.3303,5,2,0,0,0,0.3895,0
59,2412.39,0.2801,5,0,1,0,0,0.337,0
64,3659.68,0.0702,9,0,0,1,0,0.1922,1
60,6578.71,0.2175,11,1,1,1,1,0.4182,1
38,3906.27,0.2621,5,0,1,0,0,0.1365,0
22,3915.03,0.0499,8,1,0,0,0,0.3013,1
73,4117.86,0.3611,4,2,0,0,0,0.4773,0
40,1318.36,0.0392,5,0,0,2,0,0.292,1
68,4605.94,0.1708,7,2,1,0,0,0.0685,0
32,4007.64,0.1952,7,1,0,0,1,0.174,0
30,6221.33,0.2079,8,1,0,0,0,0.4166,0
66,5236.91,0.7271,5,0,1,0,0,0.3627,1
76,3225.46,0.2375,8,1,0,0,0,0.5662,0
71,6764.45,0.3114,4,1,1,0,0,0.4668,0
65,3054.65,0.1647,7,1,0,1,0,0.0311,1
35,4222.97,0.4015,3,0,0,0,0,0.511,1
74,3020.9,0.1595,6,0,0,0,0,0.4101,0
60,4803.28,0.768,8,0,0,0,0,0.4583,1
31,2904.76,0.2783,3,0,0,0,0,0.3277,0
28,9784.27,0.2511,5,1,0,0,0,0.8164,1
72,12214.97,0.6934,9,3,0,0,0,0.5466,0
37,6150.96,0.0738,4,2,0,0,0,0.2091,1
66,9179.96,0.2952,7,0,0,0,0,0.5141,0
29,1445.88,0.0707,6,0,0,1,0,0.2573,1
37,1551.8,0.4984,7,0,1,0,1,0.5871,1
37,3002.09,0.2643,5,2,0,0,0,0.0692,0
37,3732.15,0.2813,2,2,0,0,0,0.3239,0
60,3232.71,0.3316,8,2,0,0,1,0.1973,1
74,1359.29,0.3752,4,1,0,0,0,0.3885,1
74,7265.96,0.1685,5,2,0,0,0,0.3194,0
64,13260.15,0.0686,8,1,0,0,0,0.3777,0
32,7852.54,0.0808,6,0,0,0,0,0.1716,0
77,6983.56,0.3126,4,1,1,0,0,0.5446,1
52,4170.0,0.2088,6,0,0,0,0,0.242,0
53,2195.58,0.4469,3,2,0,0,0,0.5455,0
62,3802.89,0.2667,2,0,2,0,0,0.1368,0
66,12878.99,0.231,8,2,0,0,0,0.0404,0
77,2947.78,0.4775,4,1,1,0,0,0.1282,1
55,2771.17,0.3974,8,0,0,0,1,0.501,1
56,7075.42,0.3005,11,1,0,0,0,0.1551,1
64,7362.92,0.3062,5,2,1,0,0,0.0975,1
36,2189.13,0.0696,7,1,0,0,0,0.2793,1
39,3112.27,0.434,7,0,2,0,0,0.3247,0
57,2694.2,0.4206,5,2,1,0,0,0.4165,1
24,3796.42,0.2537,6,0,0,0,0,0.2937,0
39,7060.08,0.4679,3,0,0,0,0,0.5489,0
63,2247.52,0.484,3,0,1,0,0,0.6896,1
78,7000.93,0.4328,7,1,0,0,0,0.2979,0
51,3869.93,0.2393,11,3,0,1,0,0.2825,1
44,14701.65,0.355,2,2,0,0,0,0.0905,0
46,4408.54,0.2678,4,4,0,1,0,0.2492,0
61,3435.26,0.184,7,1,0,0,0,0.5513,1
53,5140.11,0.29,8,0,0,0,0,0.7574,0
22,2974.15,0.7016,8,0,0,0,1,0.2555,1
52,1239.96,0.0534,3,2,0,1,0,0.8512,1
44,3151.67,0.3854,5,0,0,1,0,0.3357,1
62,3121.98,0.5341,8,2,0,0,0,0.3941,0
72,1400.53,0.179,6,1,0,0,0,0.0662,0
77,3484.85,0.1055,6,1,2,0,0,0.1188,0
57,1053.35,0.1368,7,2,0,0,0,0.7384,0
42,2955.4,0.6996,13,3,0,0,0,0.3578,0
47,4213.96,0.6094,5,2,0,0,1,0.434,1
31,3859.13,0.3648,4,0,1,0,0,0.4968,1
76,2845.11,0.4235,4,3,1,2,0,0.7964,1
70,3458.82,0.4458,6,2,0,0,0,0.2572,0
71,2274.6,0.1463,7,0,0,0,0,0.1033,0
40,3664.66,0.581,2,2,0,0,0,0.7721,1
40,3770.08,0.2501,3,1,0,0,0,0.1574,0
71,2121.44,0.2067,5,0,1,0,0,0.521,0
53,4275.34,0.2128,5,0,1,0,0,0.3271,0
62,4259.35,0.257,5,1,0,0,0,0.1623,0
49,3295.37,0.5543,2,2,0,0,0,0.1136,1
47,15562.64,0.269,5,0,0,1,0,0.4274,0
58,3346.19,0.1035,5,1,0,0,0,0.2296,1
68,3079.31,0.1388,5,2,0,0,0,0.3266,1
40,2825.85,0.4356,5,1,0,0,1,0.228,1
68,2033.34,0.3765,9,2,0,0,1,0.0107,1
35,5494.7,0.5398,11,0,0,0,0,0.2212,0
44,2412.1,0.3144,4,0,0,0,0,0.1636,1
74,2589.53,0.0868,5,1,0,0,0,0.0349,0
77,2636.1,0.4813,5,1,0,0,0,0.4631,1
75,2016.33,0.4742,6,1,1,0,0,0.6235,1
39,1273.28,0.1332,5,1,1,1,0,0.1985,1
70,2757.93,0.588,7,0,0,1,0,0.3536,1
76,6148.73,0.1136,4,1,0,0,0,0.7039,0
78,4097.73,0.2026,7,0,0,0,0,0.4496,1
22,9286.76,0.0061,11,2,2,0,0,0.0864,0
64,5713.42,0.1912,2,2,0,1,0,0.0245,0
79,4985.95,0.4632,10,0,0,0,0,0.1981,0
66,11266.5,0.1696,4,2,0,0,0,0.1379,0
34,3434.8,0.3692,6,1,1,0,0,0.8289,1
65,3781.38,0.2902,5,1,0,0,0,0.5576,1
27,3615.99,0.1881,3,0,0,0,0,0.5337,1
49,9193.68,0.1942,1,1,1,0,0,0.2871,0
57,3646.45,0.2635,3,1,0,0,0,0.4461,0
47,2467.68,0.1913,7,2,0,0,0,0.5858,0
62,5180.23,0.0163,6,0,1,1,0,0.5947,0
35,2231.09,0.2872,11,2,1,1,0,0.6501,0
56,5014.47,0.6015,8,1,0,0,0,0.2598,1
59,4667.15,0.465,6,0,0,0,1,0.324,1
58,3249.83,0.3021,8,3,0,0,0,0.5223,1
38,5112.72,0.3267,8,0,0,0,1,0.1383,1
39,1491.18,0.3339,4,3,0,0,0,0.2913,0
36,4014.94,0.3657,9,1,0,0,0,0.1191,1
48,2758.22,0.3431,8,1,0,0,0,0.7516,0
55,20279.34,0.1391,4,1,0,1,0,0.5355,1
42,3997.78,0.5208,4,1,0,0,2,0.4302,1
45,2545.71,0.3335,3,1,0,0,0,0.3998,1
37,1592.43,0.2182,10,0,0,0,0,0.3563,0
33,7968.44,0.2872,5,2,1,0,0,0.5381,1
59,2951.24,0.1446,4,0,0,0,0,0.4305,0
69,2264.68,0.24,4,1,2,0,0,0.6453,0
38,4454.99,0.1811,3,1,0,0,0,0.5389,0
71,5376.71,0.2688,7,0,1,0,0,0.2273,1
54,5326.09,0.4577,8,1,0,0,0,0.1881,0
30,3684.35,0.3584,5,0,1,0,0,0.4392,0
42,4005.86,0.3449,7,1,0,0,0,0.4568,1
21,4184.83,0.0162,5,2,0,0,0,0.1905,0
23,4455.25,0.3292,2,1,0,0,0,0.19,1
40,4698.18,0.1537,4,1,0,0,0,0.0844,0
47,7021.08,0.0614,4,1,0,1,0,0.6747,1
68,3766.3,0.3916,8,0,0,0,1,0.0161,0
28,2230.36,0.2772,7,2,0,0,0,0.2127,0
70,3338.99,0.1353,6,3,0,0,1,0.3069,1
34,5723.11,0.1332,5,2,0,0,0,0.1373,0
29,1246.49,0.2365,2,1,0,0,0,0.3207,0
62,1250.81,0.0128,6,2,0,0,0,0.1773,1
66,6316.79,0.2504,7,0,1,0,0,0.2917,1
56,9064.07,0.4114,12,1,0,0,0,0.0088,0
27,1704.25,0.1365,7,1,0,0,0,0.1456,0
27,3867.16,0.3553,3,2,0,0,1,0.3719,1
44,2864.85,0.5603,5,2,0,1,0,0.5078,0
47,3113.5,0.2624,5,1,1,0,0,0.4663,0
79,4373.5,0.492,3,2,0,0,0,0.4968,0
37,1676.19,0.2112,9,1,0,1,0,0.2433,1
32,1873.7,0.1241,2,2,0,0,0,0.3139,1
76,3038.9,0.2104,3,0,1,0,0,0.34,1
30,3336.82,0.202,4,0,0,0,0,0.5313,0
22,1852.75,0.2772,8,0,0,0,0,0.4461,0
45,5847.61,0.2178,9,2,1,1,0,0.5359,1
44,2834.05,0.4508,5,1,0,0,0,0.2417,0
57,2826.82,0.4444,5,0,0,1,0,0.5111,0
72,4313.89,0.2475,3,1,0,0,0,0.7804,0
76,3369.96,0.2181,8,0,1,1,1,0.5949,1
38,6017.85,0.1022,8,2,0,0,0,0.2748,0
78,2079.63,0.5686,5,0,0,0,0,0.6086,0
58,1574.3,0.103,5,0,0,0,0,0.08,0
25,3023.37,0.5469,6,0,0,0,0,0.0558,0
76,3774.95,0.2868,7,1,1,0,0,0.2975,1
29,1729.43,0.0988,7,0,0,0,0,0.2116,1
55,1583.43,0.3382,7,1,0,0,0,0.6779,1
